name,city,country,status.started,status.completed,height,floors,material,function,student
First National Bank Building,St. Paul,US,1929,1931,127.0999985,32,steel,1,
The Pinnacle at Symphony Place,Nashville,US,2007,2010,127.0999985,29,concrete,1,
Humana Building,Louisville,US,1983,1985,127.0999985,27,steel,1,
Providian Financial Building,San Francisco,US,1981,1983,127,30,steel,1,
Ko'olani,Honolulu,US,2004,2006,126.8000031,47,concrete,1,
River Line Building E,Chicago,US,0,0,126.8000031,38,concrete,1,
Crown Building,New York City,US,0,1921,126.8000031,25,steel,1,
Orange County Courthouse,Orlando,US,0,1997,126.8000031,24,concrete,1,
Galaxy Towers 1,Guttenberg,US,0,1976,126.5,44,concrete,1,
Galaxy Towers 2,Guttenberg,US,0,1976,126.5,44,concrete,1,
Galaxy Towers 3,Guttenberg,US,0,1976,126.5,44,concrete,1,
Nashua Street Residences,Boston,US,2014,2016,126.5,38,steel,1,
219 East 44th Street,New York City,US,2014,2016,126.5,35,concrete,2,
2 East Erie,Chicago,US,2000,2002,126.4899979,39,concrete,1,
10 East Delaware,Chicago,US,2007,2010,126.3899994,35,concrete,1,
MCI Center,Los Angeles,US,0,1973,126.3000031,33,steel,1,
SkyPoint,Tampa,US,2005,2007,126.1999969,32,concrete,1,
801 South Street Building A,Honolulu,US,2013,2015,126.0299988,46,concrete,1,
801 South Street Building B,Honolulu,US,2014,2016,126.0299988,46,concrete,1,
One Broadway on Brickell,Miami,US,2003,2005,126,36,concrete,2,
Three Embarcadero Center,San Francisco,US,0,1976,126,31,steel,1,
Two Embarcadero Center,San Francisco,US,0,1974,126,31,steel,1,
50 Columbus,Jersey City,US,2005,2007,125.9000015,36,concrete,1,
First Allied Plaza,San Diego,US,2003,2005,125.5999985,23,steel,2,
Eddie Bauer at Lincoln Square,Bellevue,US,2000,2007,125.5800018,28,composite,1,
"Continuum on South Beach, North Tower",Miami Beach,US,2000,2002,125.5,40,concrete,1,
Ashton,Austin,US,2006,2009,125.5,36,concrete,1,
The Element,Miami,US,2014,0,125.5,36,concrete,1,
The Club at Brickell Bay,Miami,US,2002,2004,125.3000031,42,concrete,1,
505 5th Avenue,New York City,US,2004,2006,125.2699966,26,concrete,1,
MoMo,Chicago,US,2006,2008,125.1399994,32,composite,1,
Niels Eperson Building,Houston,US,0,1927,125.0500031,31,steel,1,
52 East End Avenue,New York City,US,0,1987,125,40,concrete,1,
Two Tequesta Point,Miami,US,0,1999,125,40,concrete,1,
Silver Legacy Resort & Casino,Reno,US,0,1995,125,38,concrete,2,
National City Center,Cleveland,US,1978,1980,125,35,concrete,1,
Chemed Center,Cincinnati,US,0,1990,125,32,concrete,1,
One City Centre,Houston,US,1959,1961,125,32,steel,1,
595 Market Street,San Francisco,US,0,1979,125,30,concrete,1,
1100 North Lake Shore Drive,Chicago,US,1977,1979,124.9700012,40,concrete,1,
Lexington Financial Center,Lexington,US,0,1987,124.9700012,30,steel,1,
Regional Enterprise Tower,Pittsburgh,US,1951,1953,124.9700012,30,steel,2,
Greater Hudson Store,Detroit,US,0,1911,124.9700012,29,steel,2,
Winston Tower,Winston-Salem,US,0,1966,124.9700012,29,steel,1,
Citylights at Queens Landing,New York City,US,0,1997,124.8700027,42,concrete,1,
Westin Building,Seattle,US,0,1981,124.6699982,34,steel,1,
Nashville Life & Casualty Tower,Nashville,US,0,1957,124.6699982,30,steel,1,
1270 Avenue of the Americas,New York City,US,0,1932,124.6600037,31,steel,1,
Museum Tower,Chicago,US,2004,2006,124.6399994,38,concrete,1,
The Plaza in Clayton Residential Tower,Clayton,US,2000,2002,124.5,30,concrete,1,
JW Marriott Convention Hotel,Austin,US,2012,2015,124.4000015,34,concrete,1,
Malibu East,Chicago,US,0,1970,124.3600006,45,concrete,1,
1410 Broadway,New York City,US,1930,1931,124.3600006,35,steel,1,
300 North Meridian,Indianapolis,US,1988,1989,124.3600006,28,concrete,1,
Three Nationwide Plaza,Columbus,US,1987,1988,124.3600006,26,steel,1,
Bank of America Plaza,Fort Lauderdale,US,2000,2002,124.3600006,23,concrete,1,
Commerce Tower,Kansas City,US,0,1965,124.0999985,32,steel,1,
U.S. Bank Center,Phoenix,US,0,1974,124.0999985,31,concrete,1,
Murano Grande at Portofino,Miami Beach,US,2001,2003,124.0599976,37,concrete,1,
World Trade Center New Orleans,New Orleans,US,1963,1967,124.0599976,33,concrete,2,
8X8 Tower,New York City,US,0,0,124,41,steel,1,
Carbonell Condominium,Miami,US,2003,2005,124,39,concrete,1,
Aspira Apartments,Seattle,US,2007,2010,124,37,concrete,1,
1010 Peachtree,Atlanta,US,0,2009,124,36,concrete,2,
River House Condominiums,Grand Rapids,US,2006,2008,123.8000031,34,concrete,1,
Benson Tower,New Orleans,US,0,1989,123.75,26,concrete,1,
Embassy Suites Hotel,New York City,US,2014,2016,123.6999969,42,concrete,1,
Kettering Tower,Dayton,US,1969,1971,123.5500031,30,steel,1,
River House Apartments,New York City,US,0,1931,123.5,28,steel,1,
DKLB BKLN,New York City,US,2008,2010,123.4499969,34,concrete,1,
2727 Kirby,Houston,US,2006,2009,123.4499969,30,concrete,1,
Wells Fargo Building,Philadelphia,US,0,1927,123.4499969,29,steel,1,
Hilton Garden Inn,New York City,US,2012,2014,123.4400024,37,concrete,1,
Hilton Grand Vacations Club II,Las Vegas,US,2004,2006,123.4000015,38,concrete,1,
Ocean Three Condominiums,Sunny Isles Beach,US,2002,2003,123.4000015,37,concrete,1,
Hennepin County Government Center,Minneapolis,US,1969,1977,123.2300034,24,steel,1,
1300 North Lake Shore Drive,Chicago,US,0,1965,123.1399994,40,concrete,1,
West End Towers,New York City,US,1994,1995,123.1399994,39,concrete,1,
The Ritz-Carlton Philadelphia,Philadelphia,US,0,1930,123.1399994,30,steel,1,
Time-Life Building,Chicago,US,1967,1969,123.1399994,30,concrete,1,
Tower Life Building,San Antonio,US,1927,1929,123.1399994,30,steel,1,
Ordway Building,Oakland,US,0,1970,123.1399994,28,steel,1,
Hunter's Point South Tower 1,New York City,US,2013,2015,123.0999985,37,concrete,1,
Fifty South Sixth,Minneapolis,US,1999,2001,123.0899963,30,steel,1,
The Montgomery,Chicago,US,0,1972,123.0400009,28,concrete,1,
Horizon Apartments,New York City,US,1986,1989,122.8399963,42,concrete,1,
Ocean 4,Sunny Isles Beach,US,0,2006,122.8300018,40,concrete,1,
Sapphire I,South Padre Island,US,0,2008,122.8300018,30,concrete,1,
San Diego Central Courthouse,San Diego,US,2014,2017,122.8300018,22,steel,1,
Galter Pavilion,Chicago,US,1994,1997,122.6800003,22,composite,1,
US Bank Tower,Sacramento,US,2006,2008,122.5999985,25,steel,1,
Murano at Portofino,Miami Beach,US,2000,2001,122.5,37,concrete,1,
3000 Town Center,Southfield,US,0,1975,122.3799973,32,steel,1,
310 West 40th Street,New York City,US,2015,2016,122.25,42,concrete,1,
Four Seasons Residences Austin,Austin,US,2008,2010,122.25,32,concrete,1,
BMO Plaza,Indianapolis,US,1986,1988,122.2300034,31,steel,1,
Bausch & Lomb Place,Rochester,US,0,1995,122.2300034,20,steel,1,
Helena,New York City,US,2003,2005,122.2200012,37,concrete,1,
One American Center,Austin,US,0,1984,122.2200012,32,concrete,1,
1441 Broadway,New York City,US,1928,1930,122.1999969,33,steel,1,
New England SkyScreamer,Agawam,US,2013,2014,122.0899963,0,steel,1,
The Mercer,Houston,US,2002,2003,122.0699997,30,concrete,1,
Symphony Honolulu,Honolulu,US,2014,2016,122,42,concrete,1,
Tiara Condominiums,Riviera Beach,US,0,1978,122,42,concrete,1,
420 East Ohio,Chicago,US,0,1990,122,41,concrete,1,
100 Van Ness,San Francisco,US,1973,1974,122,30,steel,1,
Hawaiki Tower,Honolulu,US,1993,1999,121.9199982,45,concrete,1,
One Waterfront Tower - Makai,Honolulu,US,0,1990,121.9199982,45,concrete,1,
One Waterfront Tower - Mauka,Honolulu,US,0,1990,121.9199982,45,concrete,1,
Buckingham Plaza,Chicago,US,0,1982,121.9199982,44,concrete,1,
46-15 Center Boulevard,New York City,US,2011,2013,121.9199982,41,concrete,1,
Harbor Towers I,Boston,US,0,1971,121.9199982,40,concrete,1,
Millennium Park Plaza,Chicago,US,0,1982,121.9199982,40,concrete,2,
Oro Condominium,New York City,US,2006,2008,121.9199982,40,concrete,1,
777 North Michigan,Chicago,US,1963,1964,121.9199982,38,concrete,1,
Ocean Palms Phase I,Hollywood,US,2003,2006,121.9199982,38,concrete,1,
Vida,Honolulu,US,0,0,121.9199982,38,concrete,1,
One Logan Square,Philadelphia,US,1979,1983,121.9199982,31,concrete,2,
Tower on the Maumee,Toledo,US,1969,1970,121.9199982,30,steel,1,
399 Fremont,San Francisco,US,2014,2016,121.9000015,42,concrete,1,
The Palace,Miami,US,1979,1982,121.9000015,42,concrete,1,
420 West 42nd Street,New York City,US,0,2001,121.9000015,41,concrete,1,
Imperial Plaza,Honolulu,US,0,1992,121.9000015,40,concrete,1,
Anaha,Honolulu,US,2015,2017,121.9000015,38,concrete,1,
Grand Islander Tower,Honolulu,US,2015,2017,121.9000015,37,concrete,1,
The Chatham,New York City,US,0,2000,121.9000015,34,concrete,1,
2101 North Pearl Tower I,Dallas,US,2015,0,121.9000015,32,concrete,1,
320 South Boston Building,Tulsa,US,0,1928,121.9000015,22,steel,1,
Southwestern Telephone Building,St. Louis,US,0,1926,121.6600037,26,steel,1,
River View II,Chicago,US,2001,2004,121.6200027,32,concrete,1,
75 Livingston Street,New York City,US,0,1926,121.5999985,32,steel,1,
The Charles,New York City,US,2013,2015,121.3099976,31,concrete,1,
One Congress Plaza,Austin,US,0,1987,121.3099976,30,concrete,1,
1N4th,New York City,US,2012,2015,121.3000031,41,concrete,1,
2 North 6th Place,New York City,US,2014,2016,121.3000031,40,concrete,1,
Capitol at Chelsea,New York City,US,2000,2001,121.3000031,37,concrete,1,
One Maritime Plaza,San Francisco,US,1964,1967,121.3000031,25,steel,1,
James House,Chicago,US,0,1971,121.2600021,43,concrete,1,
Nebraska State Capitol,Lincoln (NE),US,1922,1932,121.2099991,22,steel,1,
OHM,New York City,US,2008,2009,121.1800003,34,concrete,1,
Westin Seattle South Tower,Seattle,US,1967,1969,121,40,steel,1,
Las Olas Grand,Fort Lauderdale,US,2002,2005,121,38,concrete,1,
The Carillon Hotel & Spa North Tower,Miami Beach,US,2006,2008,121,37,concrete,1,
One World Trade Center,Long Beach,US,0,1989,121,30,concrete,1,
Cityfront Place,Chicago,US,0,1991,120.6999969,40,concrete,1,
Harbor Towers II,Boston,US,0,1971,120.6999969,40,concrete,1,
Courtyard and Residence Inn by Marriott,New York City,US,2014,2016,120.6999969,39,concrete,1,
Ala Moana Hotel,Honolulu,US,0,1970,120.6999969,38,concrete,1,
Ariel East,New York City,US,2006,2007,120.6999969,38,concrete,1,
333 North Michigan,Chicago,US,1927,1928,120.6999969,34,steel,1,
10 Rittenhouse Square,Philadelphia,US,2007,2009,120.6999969,33,concrete,1,
Metcalfe Federal Building,Chicago,US,0,1991,120.6999969,27,concrete,1,
Bank of the West Tower,Sacramento,US,2007,2009,120.6999969,25,steel,1,
Two Alliance Center,Atlanta,US,2007,2009,120.5199966,25,steel/concrete,1,
The Pearson,Chicago,US,2001,2003,120.4700012,35,concrete,1,
Walton Colonnade,Chicago,US,0,1972,120.4000015,44,concrete,1,
The Plaza on Dewitt,Chicago,US,1963,1966,120.4000015,43,concrete,1,
The Aldyn,New York City,US,2009,2011,120.4000015,38,concrete,1,
Bayside at the Embarcadero,San Diego,US,2006,2009,120.4000015,36,concrete,1,
The Concorde Hotel,New York City,US,0,1985,120.4000015,35,concrete,1,
The Grand Sutton,New York City,US,0,1990,120.4000015,35,concrete,1,
WaterMarke Tower,Los Angeles,US,2006,2009,120.4000015,35,concrete,1,
The Gallagher Centre,Itasca,US,0,1991,120.4000015,26,concrete,1,
Millennium Tower Residences,New York City,US,0,2007,120.0899963,35,concrete,1,
1110 North Lake Shore Drive,Chicago,US,1968,1970,120,40,concrete,1,
Brittany Apartments,New York City,US,0,1995,120,36,concrete,1,
One Wilshire Building,Los Angeles,US,0,1968,120,28,steel,1,
Aqua Skyline at Island Colony,Honolulu,US,0,1978,119.8000031,44,concrete,2,
Sandridge Center,Oklahoma City,US,0,1973,119.8000031,30,concrete,1,
Avalon Fort Greene,New York City,US,2008,2010,119.7900009,41,concrete,1,
Avenue Hotel,Chicago,US,0,1973,119.7900009,40,concrete,2,
325 LEX,New York City,US,2012,2015,119.7900009,31,concrete,1,
Marmon Building,Chicago,US,1985,1987,119.7799988,28,steel,1,
Walker Tower,New York City,US,2011,2013,119.6299973,24,steel,1,
Bellagio Spa Tower,Las Vegas,US,2003,2004,119.5,33,concrete,1,
Plaza 400 Apartments,New York City,US,0,1967,119.4800034,40,concrete,1,
Marriott Hotel City Center,Minneapolis,US,0,1983,119.4100037,32,steel,1,
East Point,Chicago,US,1966,1967,119.1800003,43,concrete,1,
420 5th Avenue,New York City,US,1988,1989,119.1800003,30,steel,1,
Park Row Building,New York City,US,1896,1899,119.1800003,30,steel,1,
11 Penn Plaza,New York City,US,0,1924,119.1800003,26,steel,1,
The Parklane,Houston,US,0,1983,119,36,concrete,1,
The Metropolitan at the 9,Cleveland,US,2013,2015,119,28,composite,2,
45-45 Center Boulevard,New York City,US,2011,2013,118.9000015,40,concrete,1,
Planet Hollywood Las Vegas,Las Vegas,US,1998,2000,118.8700027,39,steel,2,
AT&T City Center,Birmingham (AL),US,1969,1972,118.8700027,30,steel,1,
Regions Center,Birmingham (AL),US,0,1972,118.8700027,30,composite,1,
20 Broad Street,New York City,US,1955,1956,118.8700027,23,steel,1,
United States Federal Courthouse,Seattle,US,2001,2004,118.8700027,21,steel,2,
Aria,Philadelphia,US,0,1929,118.5699997,33,steel,1,
Unigard Financial Center,Seattle,US,0,1972,118.5699997,28,composite,1,
The Chandler,Chicago,US,2005,2008,118.4700012,36,concrete,1,
The Lex,Chicago,US,2007,2010,118.3199997,35,concrete,1,
Union Bank of California Building,San Diego,US,1967,1969,118.3000031,27,steel,1,
The Carlyle,Chicago,US,1964,1967,118.2600021,40,concrete,1,
Westin Bonaventure Hotel,Los Angeles,US,1974,1976,118.2600021,35,composite,1,
Alfred E. Smith State Office Building,Albany,US,1927,1930,118.2600021,34,steel,1,
DoubleTree by Hilton Grand Hotel Biscayne Bay,Miami,US,0,1978,118.25,42,concrete,2,
Loews Midtown,Atlanta,US,2007,2010,118.1900024,39,concrete,2,
Chelsea Tower,New York City,US,0,2003,118,33,concrete,1,
1132 Bishop Street,Honolulu,US,0,1991,118,31,steel,1,
The Aurora,New York City,US,2002,2003,118,30,concrete,1,
John F. Kennedy Federal Building,Boston,US,0,1967,118,26,steel,1,
111 Main,Salt Lake City,US,2014,2016,118,24,composite,1,
New York Marriott East Side,New York City,US,0,1924,117.9599991,34,steel,1,
First National Bank Building,Pittsburgh,US,0,1912,117.9599991,26,steel,1,
1412 Broadway,New York City,US,0,1927,117.9599991,25,steel,1,
The Fairbanks at Cityfront Plaza,Chicago,US,2000,2008,117.9100037,31,composite,1,
1812 North Moore Street,Arlington,US,2011,2014,117.8099976,30,concrete,1,
Civil Courts Building,St. Louis,US,0,1929,117.6999969,13,steel,1,
Hyatt Regency Waikiki Diamond Head Tower,Honolulu,US,0,1976,117.6500015,39,concrete,1,
Hyatt Regency Waikiki Ewa Tower,Honolulu,US,0,1976,117.6500015,39,concrete,1,
44-26 Purves Street,New York City,US,2015,2017,117.6500015,35,concrete,1,
The Centria,New York City,US,0,2006,117.6500015,34,concrete,1,
LaSalle Plaza,Minneapolis,US,0,1991,117.6299973,28,concrete,1,
The Setai Hotel and Residences,Miami Beach,US,2003,2004,117.5,38,concrete,2,
Northwestern Medicine 259 East Erie,Chicago,US,2012,2014,117.4700012,26,steel/concrete,1,
621 17th Street,Denver,US,0,1957,117.4000015,28,steel,1,
Avalon Riverview North,New York City,US,2006,2007,117.3499985,39,concrete,1,
Liberty Tower,New York City,US,0,1910,117.3499985,33,steel,1,
Charles Towers South Apartments,Baltimore,US,1965,1969,117.3499985,30,concrete,1,
200 Madison Avenue,New York City,US,1923,1926,117.3499985,25,steel,1,
Hanover National Bank Building,New York City,US,1901,1903,117.3499985,22,steel,1,
Renaissance Nashville Hotel,Nashville,US,0,1987,117.3000031,35,concrete,1,
Hilton San Diego Bayfront,San Diego,US,2006,2008,117.3000031,32,concrete,1,
Wachovia Tower,Phoenix,US,2007,2010,117.3000031,27,concrete,1,
Colorado Apartments,New York City,US,0,1987,117,35,concrete,1,
33 Beekman Street,New York City,US,2013,2015,117,34,concrete,1,
1233 S. Grand,Los Angeles,US,2016,2018,117,30,concrete,1,
Everett McKinley Dirksen United States Courthouse,Chicago,US,1959,1964,116.7399979,30,steel,2,
Otis Research Center,Bristol (CT),US,0,1986,116.7399979,29,steel,1,
1100 Alakea Plaza,Honolulu,US,0,1993,116.5,32,concrete,1,
230 Peachtree Building,Atlanta,US,0,1965,116.4400024,29,steel,1,
The Beach Club,Galveston,US,2005,2007,116.4100037,27,concrete,1,
The Trade Winds,Galveston,US,2005,2007,116.4100037,27,concrete,1,
101 Federal Street,Boston,US,0,1988,116.3000031,31,steel,1,
The Milan Condominium,New York City,US,2003,2005,116.2600021,31,concrete,1,
Ocean Tower,South Padre Island,US,2006,2008,116.1299973,31,concrete,1,
Century Square,Seattle,US,0,1986,116.1299973,30,steel,1,
Signature Place,St. Petersburg (FL),US,2007,2009,116.0999985,36,concrete,1,
The Mark,San Diego,US,0,2007,116.0999985,33,concrete,1,
8500 Tower,Bloomington,US,0,1988,116.0500031,24,concrete,1,
Century Park Plaza Tower A,Pearl City (Oahu),US,0,1975,116,43,concrete,1,
Century Park Plaza Tower B,Pearl City (Oahu),US,0,1975,116,43,concrete,1,
First National Bank Center,San Diego,US,0,1982,116,27,steel,1,
Knickerbocker Trust Building,New York City,US,1907,1909,116,27,steel,1,
801 Tower,Los Angeles,US,0,1992,116,24,steel,1,
Landmark Tower,Fort Worth,US,1952,1957,115.8300018,30,steel,1,
44 Monroe,Phoenix,US,2006,2008,115.8199997,34,concrete,1,
Park Tower,Sacramento,US,0,1991,115.8199997,26,composite,1,
Harbor Court,Honolulu,US,0,1994,115.8000031,41,concrete,2,
Oakwood Yacht Club at Brickell,Miami,US,0,1998,115.8000031,36,concrete,1,
The Millennium,Sunny Isles Beach,US,0,1998,115.8000031,36,concrete,1,
1711 1st Avenue,New York City,US,0,0,115.8000031,34,concrete,1,
833 North Clark,Chicago,US,2015,2017,115.8000031,33,concrete,2,
Sapphire Tower,San Diego,US,2006,2008,115.8000031,32,concrete,1,
Hilton Cleveland,Cleveland,US,2014,2016,115.8000031,28,concrete/steel,1,
Kilbourn Tower,Milwaukee,US,2003,2005,115.75,33,concrete,1,
212 South Meramec,Clayton,US,2015,2016,115.75,27,concrete,1,
Oak Tower,Kansas City,US,0,1913,115.5199966,28,concrete,1,
NINE at Mary Brickell Village,Miami,US,2004,2015,115.5,34,concrete,1,
535 Mission Street,San Francisco,US,2008,2015,115.3700027,26,composite,1,
Alta at K Station - West Tower,Chicago,US,2008,2010,115.3099976,37,concrete,1,
Outer Drive East,Chicago,US,1962,1963,115.2200012,36,concrete,1,
Buffalo City Hall,Buffalo,US,1929,1931,115.2200012,32,steel,1,
Shell Building,San Francisco,US,1928,1929,115.2200012,29,steel,1,
The Grand Beekman,New York City,US,2001,2003,115.2099991,32,concrete,1,
Jehovah`s Witnesses Dormitory,New York City,US,0,1995,115.2099991,30,concrete,1,
Viridian,Nashville,US,0,2006,115.1999969,31,concrete,1,
505 West 37th Street West Tower,New York City,US,2007,2008,115,34,concrete,1,
Austin Hilton Covention Center Hotel,Austin,US,2001,2004,114.9100037,31,concrete,1,
99 West City Creek Condominium Tower,Salt Lake City,US,2008,2011,114.9100037,30,concrete,1,
Endeavor Condominium,Honolulu,US,0,1976,114.9000015,42,concrete,1,
Resolution Condominium,Honolulu,US,0,1976,114.9000015,42,concrete,1,
55 West on the Esplanade,Orlando,US,2005,2008,114.9000015,32,concrete,1,
Turquoise Place East,Orange Beach,US,0,2009,114.9000015,32,concrete,1,
Museum Tower,Miami,US,1983,1986,114.9000015,30,concrete,1,
Coastal States Insurance Building,Atlanta,US,1970,1971,114.9000015,27,steel,1,
Canadian Pacific Plaza,Minneapolis,US,1958,1960,114.7600021,28,steel,1,
JW Marriott Indianapolis Downtown,Indianapolis,US,2008,2011,114.7099991,34,concrete,1,
Skyline on Brickell,Miami,US,2002,2004,114.6600037,34,concrete,1,
1700 East 56th Street,Chicago,US,0,1968,114.6100006,38,concrete,1,
New York Hospital Cornell Medical Center,New York City,US,1930,1932,114.6100006,27,steel,1,
Mutual of New York Building,New York City,US,0,1950,114.5999985,27,steel,1,
5 Houston Center,Houston,US,2000,2003,114.5,27,concrete,1,
Avalon on the Sound East,New Rochelle,US,2006,2008,114.3000031,39,concrete,1,
Tapa Tower,Honolulu,US,0,1982,114.3000031,36,concrete,1,
The One,Jersey City,US,2013,2015,114.3000031,35,concrete,1,
The Pinnacle Honolulu,Honolulu,US,0,2008,114.3000031,35,concrete,1,
1400 Museum Park,Chicago,US,2006,2008,114.3000031,34,concrete,1,
Omni San Diego Hotel and The Metropolitan,San Diego,US,2000,2004,114.3000031,34,concrete,2,
SunTrust International Center,Miami,US,0,1973,114.3000031,31,concrete,1,
33 West Monroe,Chicago,US,0,1980,114.3000031,29,steel,1,
388 Market Street,San Francisco,US,0,1985,114.3000031,26,steel,2,
Mellon Bank Center,Los Angeles,US,0,1982,114.3000031,26,steel,1,
Children`s Hospital @ 700 Schuylkill Phase 1,Philadelphia,US,2015,2017,114.3000031,23,composite,2,
LPM Apartments,Minneapolis,US,2012,2014,114.0999985,36,concrete,1,
One Lincoln Park,Denver,US,2006,2009,114,32,concrete,1,
Bleu Ciel,Dallas,US,2015,2017,114,30,concrete,2,
Trinity Court,New York City,US,0,1927,114,25,steel,1,
Viad Tower,Phoenix,US,0,1991,114,24,steel/concrete,1,
Astoria Tower,Chicago,US,2007,2009,113.8799973,30,concrete,1,
Capitol Place,Honolulu,US,2006,2008,113.6999969,39,concrete,1,
The Watermark Waikiki,Honolulu,US,2005,2008,113.6999969,37,concrete,1,
City-County Building,Indianapolis,US,1960,1962,113.4599991,28,steel,1,
The Windsor,Honolulu,US,0,1983,113.4000015,44,concrete,1,
2800 North Lake Shore Drive,Chicago,US,1967,1968,113.4000015,43,concrete,1,
Honolulu Park Place,Honolulu,US,0,1989,113.4000015,40,concrete,1,
Two Renaissance Square,Phoenix,US,0,1990,113.4000015,28,steel,1,
Wells Fargo Plaza,Phoenix,US,0,1971,113.4000015,27,steel,2,
Brookdale Plaza,Chicago,US,1988,1990,113.3899994,38,concrete,1,
Renaissance Tower,Sacramento,US,0,1989,113.3899994,28,steel,1,
Fox Tower,Portland,US,1997,2000,113.3899994,27,steel,1,
Joe Serna Junior California EPA Building,Sacramento,US,0,2000,113.3899994,25,steel,1,
Three AT&T Plaza,Dallas,US,1927,1928,113.3899994,24,steel,1,
Meridian Condominiums,San Diego,US,0,1985,113.0999985,28,concrete,1,
Sheraton Seattle Hotel,Seattle,US,1979,1982,113.0800018,34,steel,1,
One Georgia Center,Atlanta,US,0,1968,113.0800018,24,steel,1,
Camden City Hall,Camden,US,1929,1931,113.0800018,18,steel,1,
Bristol Tower,Miami,US,0,1993,113,41,concrete,1,
Western Union Building,New York City,US,1928,1930,113,24,steel,1,
Archstone 101 West End,New York City,US,0,2000,112.7799988,33,concrete,1,
11 West 42nd Street,New York City,US,0,1927,112.7799988,32,steel,1,
222 Second Street,San Francisco,US,0,2015,112.7799988,26,steel/concrete,1,
Claridge Tower at Bally`s,Atlantic City,US,1929,1930,112.7799988,23,steel,1,
Franklin Towers,Honolulu,US,0,1982,112.75,41,concrete,1,
Canterbury Place,Honolulu,US,0,1978,112.75,40,concrete,1,
Terminus 200,Atlanta,US,2007,2009,112.6500015,25,concrete,1,
Broderick Tower Lofts,Detroit,US,1926,1928,112.5999985,35,steel,1,
Ohana Maile Sky Court,Honolulu,US,0,1984,112.5,44,concrete,1,
"Pacific Beach Hotel, Oceanarium Tower",Honolulu,US,0,1979,112.5,38,concrete,1,
NeoVertika,Miami,US,2004,2006,112.5,35,concrete,1,
Normandie Court Apartments I,New York City,US,0,1987,112.5,34,concrete,1,
Normandie Court Apartments II-IV,New York City,US,0,1986,112.5,34,concrete,1,
215 S.E. 8th Avenue,Fort Lauderdale,US,2014,2016,112.5,29,concrete,1,
Arkadia Tower,Chicago,US,2013,2015,112.4199982,33,concrete,1,
Sheraton Chicago Hotel & Towers,Chicago,US,0,1992,112.3399963,33,concrete,1,
1720 South Michigan,Chicago,US,2006,2008,112.2200012,32,concrete,1,
Bay Parc Plaza,Miami,US,0,2000,112.1999969,39,concrete,1,
Treasure Island Hotel & Casino,Las Vegas,US,1992,1993,112.1999969,36,concrete,2,
Chiquita Center,Cincinnati,US,0,1984,112.1999969,29,steel,1,
National City Bank Building,Toledo,US,0,1932,112.1999969,27,steel,1,
Phoenix City Hall,Phoenix,US,1992,1994,112.1999969,20,concrete,1,
Grand Waikikian,Honolulu,US,2006,2008,112.1699982,38,concrete,2,
Chelsea Landmark,New York City,US,2005,2007,112.1699982,36,concrete,1,
The Admiral at the Lake,Chicago,US,2008,2012,112.1699982,32,concrete,1,
New United States Mission to the United Nations,New York City,US,2006,2009,112.1600037,26,concrete,1,
353 West Grand Avenue,Chicago,US,0,0,112.1500015,32,concrete,1,
Trump International Hotel Waikiki Beach Walk,Honolulu,US,2006,2009,112.0899963,39,concrete,1,
Roybal Federal Building,Los Angeles,US,0,1991,112,22,steel,1,
509 West 38th Street,New York City,US,2015,2017,111.9000015,30,concrete,1,
Hawthorne House,Chicago,US,1965,1966,111.8600006,42,concrete,1,
1111 South Wabash,Chicago,US,2001,2004,111.8600006,34,concrete,1,
177 Huntington,Boston,US,0,1973,111.8600006,28,concrete,1,
Standard Insurance Center,Portland,US,0,1970,111.8600006,27,steel,1,
Buhl Building,Detroit,US,1924,1925,111.5999985,29,steel,1,
One East Delaware,Chicago,US,0,1989,111.5599976,36,concrete,1,
Hotel Inter-Continental Miami,Miami,US,1980,1982,111.5599976,34,concrete/steel,1,
K2 at K Station,Chicago,US,2011,2013,111.5599976,33,concrete,1,
Left Bank at K Station,Chicago,US,2005,2006,111.4100037,36,concrete,1,
Kinzie Park Tower,Chicago,US,1999,2001,111.3000031,34,concrete,1,
Sterick Building,Memphis,US,1928,1930,111.25,29,steel,1,
Hillsborough County Center,Tampa,US,1991,1993,111.25,28,steel,1,
Ohio Bell Huron Building,Cleveland,US,1925,1927,111.25,22,steel,1,
Avenue Southeast First Tower,Miami,US,2005,2007,111.1999969,35,concrete,1,
Steuart Tower,San Francisco,US,0,1976,111,27,steel,1,
BAM South,New York City,US,2014,2016,110.9000015,32,concrete,2,
Echelon at K Station,Chicago,US,2006,2008,110.6999969,36,concrete,1,
Manhattan Place,New York City,US,0,1985,110.6399994,35,concrete,1,
InterContinental New York Times Square,New York City,US,0,2010,110.6399994,34,concrete,1,
Pershing Square Building,New York City,US,1922,1923,110.6399994,30,steel,1,
1 Times Square,New York City,US,1995,1996,110.6399994,25,steel,2,
Rhodes Tower,Cleveland,US,1968,1971,110.6399994,20,steel,1,
Royal Capitol Plaza,Honolulu,US,0,1987,110.4000015,39,concrete,1,
240 Riverside Boulevard at Trump Place,New York City,US,0,2004,110.3799973,31,concrete,1,
Hawaiian Monarch Hotel,Honolulu,US,0,1979,110.3499985,43,concrete,2,
Royal Iolani Diamond Head Tower,Honolulu,US,0,1978,110.3399963,38,concrete,1,
Royal Iolani Ewa Tower,Honolulu,US,0,1978,110.3399963,38,concrete,1,
